1,Thu Aug 19 21:54:38 2021,125094,car,2,VC965
2,Sat Jul 31 04:09:44 2021,174434,car,2,VC965
3,Sat Aug 14 17:19:04 2021,8538286,car,2,VC965
4,Mon Aug  2 18:23:45 2021,5521221,car,2,VC965
5,Thu Jul 29 22:44:20 2021,3267767,car,2,VC965
6,Sat Aug 14 03:57:47 2021,8411850,car,2,VC965
7,Thu Aug 12 03:41:22 2021,6064250,car,2,VC965
8,Sun Aug 22 10:29:58 2021,6871937,van,2,VCD2F
9,Fri Aug  6 14:23:08 2021,2055930,car,2,VC965
10,Sun Aug 15 13:43:51 2021,8775910,car,2,VC965
11,Wed Aug  4 15:52:13 2021,4525747,car,2,VC965
12,Wed Aug 18 02:22:15 2021,5276143,van,2,VCD2F
13,Thu Aug 19 16:01:02 2021,5405144,van,2,VCD2F
14,Tue Aug  3 14:55:00 2021,9309466,car,2,VC965
15,Thu Aug  5 04:00:30 2021,6494070,van,2,VCD2F
16,Sun Aug  8 13:08:17 2021,4880588,car,2,VC965
17,Wed Aug  4 04:56:15 2021,6964507,car,2,VC965
18,Sun Aug 15 11:22:44 2021,5740782,truck,4,VCB43
19,Fri Jul 30 11:20:47 2021,1060261,van,2,VCD2F
20,Sun Aug  8 21:22:56 2021,6599783,car,2,VC965
21,Wed Aug 11 10:33:15 2021,4573378,car,2,VC965
22,Fri Aug  6 02:02:33 2021,1362666,car,2,VC965
23,Mon Aug  9 05:07:58 2021,9227112,car,2,VC965
24,Fri Aug 13 18:21:04 2021,1245885,car,2,VC965
25,Thu Aug 12 01:36:28 2021,6702238,car,2,VC965
26,Wed Aug 11 04:05:21 2021,7598066,car,2,VC965
27,Sun Aug  8 19:09:41 2021,2959560,car,2,VC965
28,Sun Aug  1 02:04:42 2021,9223690,car,2,VC965
29,Sun Aug 15 11:11:42 2021,495967,car,2,VC965
30,Sat Aug 14 03:39:26 2021,1920115,car,2,VC965
31,Wed Aug 18 23:33:41 2021,9940618,truck,4,VCB43
32,Fri Aug  6 10:18:54 2021,733942,car,2,VC965
33,Thu Aug 19 15:58:25 2021,3232373,truck,4,VCB43
34,Thu Aug 19 07:23:18 2021,2164250,truck,4,VCB43
35,Sun Aug  1 09:10:05 2021,3714822,truck,4,VCB43
36,Sat Aug  7 13:11:54 2021,9870882,van,2,VCD2F
37,Tue Aug 10 01:27:00 2021,834998,car,2,VC965
38,Tue Aug 10 14:31:35 2021,6715866,car,2,VC965
39,Sun Aug  8 09:43:26 2021,9723146,car,2,VC965
40,Mon Aug  2 16:18:51 2021,2871310,car,2,VC965
41,Sat Aug 14 13:13:47 2021,7657312,van,2,VCD2F
42,Tue Aug  3 03:53:05 2021,9802000,car,2,VC965
43,Mon Aug 16 00:36:00 2021,6514220,car,2,VC965
44,Fri Aug 20 02:10:55 2021,3803763,car,2,VC965
45,Sat Aug 14 06:32:07 2021,2223161,car,2,VC965
46,Fri Jul 30 02:19:56 2021,1228573,truck,4,VCB43
47,Wed Aug  4 14:30:03 2021,4872795,car,2,VC965
48,Sat Aug 14 04:04:45 2021,2074513,van,2,VCD2F
49,Thu Aug 12 04:58:14 2021,7368256,car,2,VC965
50,Wed Aug 11 10:50:27 2021,2168309,car,2,VC965
51,Sun Aug  8 08:37:17 2021,5131457,car,2,VC965
52,Mon Aug  9 23:48:43 2021,2398430,car,2,VC965
53,Wed Aug 18 17:50:45 2021,6065595,van,2,VCD2F
54,Mon Aug  2 16:59:38 2021,9885768,car,2,VC965
55,Thu Aug 19 04:54:56 2021,4327783,car,2,VC965
56,Tue Aug 17 18:11:45 2021,3904834,truck,4,VCB43
57,Mon Aug  2 19:48:50 2021,1358382,car,2,VC965
58,Tue Aug 17 16:46:31 2021,3579992,car,2,VC965
59,Wed Aug 11 22:21:30 2021,8130760,car,2,VC965
60,Fri Jul 30 09:54:24 2021,6546218,car,2,VC965
61,Sat Aug  7 16:42:24 2021,3673515,car,2,VC965
62,Wed Aug  4 20:43:54 2021,9888875,truck,4,VCB43
63,Sat Aug  7 20:44:08 2021,8136080,truck,4,VCB43
64,Thu Aug 12 19:23:36 2021,2078447,van,2,VCD2F
65,Sat Aug  7 16:41:49 2021,8090807,car,2,VC965
66,Sun Aug  1 07:32:04 2021,4309692,car,2,VC965
67,Wed Aug 11 14:24:25 2021,3752767,car,2,VC965
68,Wed Aug  4 23:10:29 2021,9407219,car,2,VC965
69,Wed Aug  4 14:29:11 2021,2167845,van,2,VCD2F
70,Tue Aug 17 01:20:54 2021,7903517,car,2,VC965
71,Sat Aug 21 02:09:35 2021,7385817,car,2,VC965
72,Thu Aug 19 17:52:30 2021,5673776,car,2,VC965
73,Tue Aug 17 21:58:23 2021,823973,car,2,VC965
74,Tue Aug 10 13:03:36 2021,9361361,car,2,VC965
75,Sat Aug 21 19:25:57 2021,8744445,car,2,VC965
76,Sun Aug  8 14:01:06 2021,2910050,car,2,VC965
77,Thu Aug  5 11:21:12 2021,1686323,car,2,VC965
78,Sun Aug  1 07:10:55 2021,9113006,car,2,VC965
79,Fri Jul 30 15:53:32 2021,660597,car,2,VC965
80,Sun Aug 22 16:38:30 2021,8500934,car,2,VC965
81,Thu Aug 19 13:11:29 2021,395519,truck,4,VCB43
82,Mon Aug  9 14:17:00 2021,2616607,truck,4,VCB43
83,Sat Aug 14 10:36:28 2021,7218572,car,2,VC965
84,Thu Aug 12 11:53:03 2021,994857,truck,4,VCB43
85,Mon Aug  2 20:12:17 2021,3168436,car,2,VC965
86,Fri Aug 13 20:06:41 2021,1572712,car,2,VC965
87,Thu Jul 29 17:35:21 2021,545955,car,2,VC965
88,Sun Aug 22 05:39:41 2021,2013386,car,2,VC965
89,Wed Aug 11 02:43:03 2021,6566889,car,2,VC965
90,Wed Aug 11 02:39:24 2021,852585,car,2,VC965
91,Thu Jul 29 14:30:02 2021,6196238,truck,4,VCB43
92,Mon Aug  2 11:07:12 2021,6031416,truck,4,VCB43
93,Wed Aug  4 15:15:09 2021,6905906,van,2,VCD2F
94,Wed Aug 11 17:34:54 2021,3764238,car,2,VC965
95,Thu Aug  5 06:31:23 2021,1673826,truck,4,VCB43
96,Sat Aug 21 18:13:29 2021,316662,car,2,VC965
97,Thu Aug 19 22:17:26 2021,2992127,truck,4,VCB43
98,Thu Aug 19 12:02:31 2021,7517992,car,2,VC965
99,Thu Aug 12 06:54:12 2021,6232948,truck,4,VCB43
100,Fri Jul 30 08:09:03 2021,4369477,car,2,VC965
101,Fri Aug  6 18:18:53 2021,4388245,truck,4,VCB43
102,Sat Aug  7 20:49:07 2021,8392508,car,2,VC965
103,Fri Jul 30 16:08:08 2021,6858708,car,2,VC965
104,Fri Aug  6 06:59:16 2021,6215048,truck,4,VCB43
105,Fri Aug 13 11:20:04 2021,7046549,truck,4,VCB43
106,Wed Aug  4 18:37:46 2021,7899881,truck,4,VCB43
107,Fri Aug 20 01:13:53 2021,9824238,car,2,VC965
108,Sun Aug  8 10:25:38 2021,8180012,car,2,VC965
109,Tue Aug 10 12:42:19 2021,426578,car,2,VC965
110,Thu Jul 29 11:33:20 2021,3284775,car,2,VC965
111,Sat Jul 31 18:42:46 2021,5487227,car,2,VC965
112,Thu Aug 12 23:09:32 2021,1772941,car,2,VC965
113,Fri Aug 13 04:52:01 2021,2471284,van,2,VCD2F
114,Sun Aug 22 03:05:40 2021,6040036,car,2,VC965
115,Fri Aug 13 12:39:10 2021,9249042,truck,4,VCB43
116,Mon Aug  9 22:59:28 2021,5791925,car,2,VC965
117,Fri Aug  6 01:01:14 2021,3696614,truck,4,VCB43
118,Mon Aug  2 05:42:51 2021,7892550,car,2,VC965
119,Sun Aug  1 19:31:14 2021,5673214,van,2,VCD2F
120,Fri Aug  6 05:58:42 2021,6657095,truck,4,VCB43
121,Mon Aug  9 16:03:31 2021,2067579,van,2,VCD2F
122,Fri Aug 13 11:42:48 2021,1005686,car,2,VC965
123,Sun Aug  8 02:44:35 2021,7521772,van,2,VCD2F
124,Sun Aug 15 08:43:48 2021,6545042,car,2,VC965
125,Mon Aug  9 05:03:17 2021,3473929,truck,4,VCB43
126,Sun Aug 22 02:13:18 2021,29457,car,2,VC965
127,Sat Aug 21 23:03:24 2021,7360318,car,2,VC965
128,Tue Aug 17 10:32:29 2021,3427163,truck,4,VCB43
129,Fri Jul 30 08:44:05 2021,3007179,van,2,VCD2F
130,Fri Aug 20 06:01:27 2021,2151509,car,2,VC965
131,Sat Jul 31 05:17:21 2021,1067960,car,2,VC965
132,Tue Aug  3 07:01:26 2021,1100257,car,2,VC965
133,Sun Aug 22 10:01:40 2021,4346999,car,2,VC965
134,Sat Aug 14 17:24:04 2021,4371005,car,2,VC965
